,Country,City,Latitude,Longitude,Temp,Humidity,Cloudiness,Wind Speed
19352,in,shahabad,30.1681,76.8715,306.805,43.0,0.0,4.57
4193,br,uirauna,-6.516667,-38.416667,292.48,94.0,32.0,1.32
10453,ee,kivioli,59.3530556,26.9711111,272.08,96.0,64.0,1.72
30194,ph,siclong,15.5808,121.2239,298.044,76.0,88.0,1.01
10903,es,manlleu,42.002284,2.28476,285.18,100.0,20.0,1.27
20375,it,crispiano,40.605833000000004,17.230278,284.74,62.0,0.0,5.7
28241,ph,guinsiliban,9.096389,124.78277800000001,300.58,81.0,12.0,2.32
19140,in,ramanuj ganj,23.8,83.7,310.644,17.0,0.0,4.61
16909,in,ambikapur,23.116667,83.2,309.055,14.0,0.0,4.62
39844,sn,tambacounda,13.7833333,-13.666666699999999,298.15,50.0,0.0,2.1
5772,cm,maroua,10.595555599999999,14.324722199999998,304.319,17.0,12.0,7.01
4500,ca,canmore,51.1,-115.35,264.15,92.0,1.0,3.1
22912,mk,samokov,41.6836111,21.1441667,279.69,60.0,0.0,1.07
10178,dk,tinglev,54.93099,9.252433,273.15,97.0,75.0,3.1
28283,ph,himaao,13.5448,123.3005,300.055,76.0,92.0,5.67
41125,ua,andrushivka,50.022878000000006,29.020226,276.044,100.0,0.0,2.11
752,at,vocklamarkt,48.0,13.483332999999998,279.67,87.0,75.0,3.6
19350,in,serchhip,23.3,92.833333,298.319,56.0,32.0,1.21
23329,mx,aljojuca,19.1,-97.516667,280.105,81.0,0.0,1.52
37032,ru,mikhaylovsk,56.435832999999995,59.12,266.83,53.0,0.0,4.12
28875,ph,mainit,9.4335,123.3595,303.15,70.0,20.0,4.1
768,at,wolkersdorf,48.383333,16.516667,282.13,71.0,75.0,6.2
18808,in,nayagarh,20.133333,85.1,308.58,45.0,0.0,1.22
17458,in,chomun,27.166666999999997,75.716667,310.15,6.0,0.0,1.5
17446,in,chirala,15.816667,80.35,304.344,77.0,0.0,6.71
7955,cz,hodkovice nad mohelkou,50.665805,15.090202,278.955,94.0,48.0,6.17
39695,sk,spisska nova ves,48.95,20.5666667,278.22,86.0,75.0,3.1
1800,be,virton,49.566666999999995,5.533333,277.15,86.0,40.0,4.1
41285,ua,haysyn,48.811429,29.389765999999998,278.58,100.0,20.0,0.47
4701,ca,kemptville,45.016667,-75.633333,275.65,93.0,90.0,1.06
26699,pe,marcona,-15.211944400000002,-75.11027779999999,284.969,89.0,0.0,1.11
26143,no,vikevag,59.09805600000001,5.698055999999999,275.15,29.0,0.0,8.2
36938,ru,mamonovo,54.464268999999994,19.938011,273.15,98.0,0.0,7.0
37343,ru,novorossiysk,44.724385999999996,37.767524,280.15,93.0,40.0,9.0
42916,us,micco,27.880277799999998,-80.5005556,293.34,73.0,75.0,4.6
26468,pa,la victoria,8.45,-82.25,294.38,100.0,8.0,3.02
2580,br,caetite,-14.066667,-42.483333,292.055,97.0,36.0,5.62
45791,us,the colony,33.08888889999999,-96.8861111,286.02,93.0,90.0,1.5
45848,us,roy,41.161666700000005,-112.02555559999999,280.42,28.0,1.0,1.5
2151,bo,ascension,-15.7,-63.0833333,294.63,98.0,80.0,1.07
30687,pk,bandhi,26.586128000000002,68.300585,311.15,21.0,0.0,3.1
38048,ru,serov,59.483332999999995,60.516667000000005,268.255,42.0,8.0,3.02
7745,cu,puerto padre,21.195,-76.6027778,295.15,68.0,5.0,2.1
9393,de,northeim,51.7,10.0,277.15,96.0,75.0,4.6
27383,ph,bautista,15.8112,120.4737,300.855,73.0,88.0,3.67
29917,ph,san luis,15.0401,120.7883,302.84,66.0,75.0,4.1
869,au,kwinana,-32.230129,115.781281,301.83,42.0,0.0,6.7
35778,ru,dyakonovo,51.5806,35.9202,269.15,41.0,0.0,3.0
13706,gr,kato mazarakion,38.0666667,21.65,286.67,82.0,0.0,2.47
12249,gb,anstruther,56.216667,-2.7,272.45,100.0,0.0,3.97
26963,ph,alacaygan,10.86324,123.082704,301.255,66.0,88.0,2.72
9125,de,kolbermoor,47.85,12.066667,277.64,100.0,75.0,5.7
11919,fr,pertuis,43.69252,5.502854,284.55,93.0,0.0,1.62
3705,br,ponta pora,-22.533333,-55.716667,292.844,97.0,76.0,1.06
10329,ec,guayaquil,-2.1666667,-79.9,298.15,78.0,75.0,3.1
6034,cn,huangpu,23.053325,113.512148,298.63,54.0,40.0,2.0
848,au,gunnedah,-30.98065,150.258377,304.15,10.0,0.0,3.6
24457,mx,san marcos,20.783333,-104.18333299999999,282.655,72.0,0.0,0.77
12087,fr,sucy-en-brie,48.768716,2.534738,278.58,86.0,20.0,3.1
18294,in,kodoli,16.883333,74.2,309.005,39.0,0.0,2.07
39895,sv,anamoros,13.740555599999999,-87.87361109999999,293.33,88.0,48.0,0.72
30857,pk,lahore,31.549721999999996,74.343611,305.06,21.0,0.0,8.2
35812,ru,engel-yurt,43.326328000000004,46.360479,286.755,80.0,12.0,1.42
30155,ph,sapang buho,15.5921,121.12200000000001,300.555,70.0,68.0,0.72
30359,ph,talangnan,9.634,123.3344,303.15,70.0,20.0,4.1
